Wall time,Step,Value
1599482834.1070552,3889602,-1460.0
1599482840.101723,3892102,-1760.0
1599482857.614945,3899623,-1740.0
1599482863.65924,3902127,-2000.0
1599482869.520875,3904631,-1930.0
1599482875.906805,3907132,-2650.0
1599482882.125231,3909632,-2420.0
1599482924.671181,3927138,-570.0
1599482930.752497,3929639,-1500.0
1599482936.654001,3932139,-1760.0
1599482942.844368,3934640,-1910.0
1599482954.90548,3939652,-2200.0
1599482961.149386,3942154,-1440.0
1599482966.989356,3944659,-2110.0
1599482973.205853,3947161,-1650.0
1599482979.251261,3949676,-2310.0
1599482985.4664161,3952179,-1800.0
1599482991.315871,3954687,-2090.0
1599482997.497452,3957194,-2060.0
1599483003.80124,3959702,-2500.0
1599483022.36415,3967465,-2730.0
1599483035.348783,3972482,-2090.0
1599483065.802093,3985014,-2100.0
1599483071.9204538,3987533,-2330.0
1599483078.0432909,3990061,-2450.0
1599483090.199651,3995066,-2560.0
1599483134.293473,4012703,-3100.0
1599483146.222177,4017710,-2600.0
1599483176.779053,4030261,-4480.0
1599483183.073843,4032890,-6780.10009765625
1599483209.214452,4043431,-5970.0
1599483222.248887,4048686,-5160.0
1599483228.342099,4051187,-5220.0
1599483240.586963,4056191,-5810.0
1599483246.784811,4058700,-4940.0
1599483258.944088,4063716,-3190.0
1599483265.1547039,4066218,-3200.0
1599483302.9899242,4081410,-3540.0
1599483309.515061,4083990,-3260.0
1599483315.98141,4086584,-3730.300048828125
1599483348.610068,4099696,-4070.5
1599483354.76174,4102238,-3490.0
1599483409.485097,4125055,-3030.0
1599483415.8125162,4127606,-3330.0
1599483434.949162,4135212,-2650.0
1599483440.883455,4137727,-2560.0
1599483447.124152,4140282,-2790.0
1599483453.36505,4142801,-2840.0
1599483459.890522,4145328,-2740.10009765625
1599483466.1700459,4147843,-2460.0
1599483472.034861,4150353,-2470.0
1599483484.120833,4155362,-2450.0
1599483496.282994,4160376,-3170.0
1599483502.4512708,4162879,-2840.0
1599483508.593008,4165381,-2550.0
1599483520.784126,4170404,-2070.0
1599483526.832566,4172916,-2300.0
1599483539.810059,4178075,-3530.0
1599483551.805904,4183091,-2050.0
1599483557.976481,4185620,-1440.0
1599483569.957454,4190653,-1820.0
1599483576.1258829,4193157,-2080.0
1599483601.7979782,4203175,-2500.0
1599483608.149148,4205677,-2200.0
1599483621.26043,4210700,-2350.0
1599483627.243299,4213203,-2690.0
1599483633.3808482,4215707,-2360.0
1599483639.3805928,4218214,-2580.0
1599483651.44285,4223221,-2800.0
1599483657.524621,4225728,-2600.0
1599483664.189557,4228365,-3750.0
1599483670.065501,4230877,-3010.0
1599483694.664462,4240899,-2520.0
1599483707.1738,4245906,-2100.0
1599483713.102392,4248412,-2240.0
1599483719.3525681,4250914,-2250.0
1599483731.637025,4255919,-2820.0
1599483744.515024,4260946,-2490.0
1599483756.423059,4265956,-2300.0
1599483768.375851,4270965,-2560.0
1599483774.441133,4273471,-2370.0
1599483780.519976,4275975,-2490.0
1599483793.389441,4280976,-3650.0
1599483799.770954,4283480,-3160.0
1599483806.353162,4285984,-6840.0
1599483813.389705,4288889,-12800.2001953125
1599483819.577798,4291390,-10220.0
1599483825.7475982,4293966,-9970.0
1599483838.053309,4298972,-7020.0
1599483844.5247018,4301479,-7300.0
1599483862.555497,4308988,-6040.0
1599483868.8269691,4311490,-5800.0
1599483880.763158,4316493,-3360.0
1599483886.997781,4318995,-2720.0
1599483905.598971,4326517,-2820.0
1599483912.292094,4329028,-3120.0
1599483918.529825,4331547,-4070.0
1599483924.686539,4334086,-3640.0
1599483930.803277,4336700,-4280.10009765625
1599483946.386815,4343162,-5330.7998046875
1599483970.7968519,4353226,-4070.0
1599483983.638535,4358579,-3450.0
1599483990.788935,4361571,-8630.2001953125
1599483997.0717142,4364076,-3880.0
1599484015.388788,4371595,-3340.0
1599484021.2295198,4374102,-3130.0
1599484033.7540932,4379110,-3260.0
1599484060.0456839,4389605,-6710.5
1599484066.745756,4392247,-5420.10009765625
1599484073.38898,4394945,-5980.5
1599484079.5564108,4397475,-3920.0
1599484092.960572,4402762,-5820.39990234375
1599484105.455719,4407811,-5270.39990234375
1599484118.1415942,4412858,-4490.0
1599484124.489253,4415364,-4380.0
1599484136.7137752,4420378,-3070.0
1599484142.6794822,4422888,-2820.0
1599484148.871996,4425395,-2790.0
1599484154.7120168,4427896,-2520.0
1599484167.422961,4432906,-2420.0
1599484185.437002,4440422,-2510.0
1599484191.5876522,4442931,-2730.0
1599484197.519207,4445437,-2430.0
1599484203.924505,4447941,-2290.0
1599484210.350234,4450446,-3300.0
1599484228.566675,4458005,-3140.0
1599484234.6820219,4460515,-3310.0
1599484253.118867,4468061,-3200.0
1599484259.3819158,4470576,-2980.0
1599484265.315252,4473082,-3090.0
1599484277.8669481,4478097,-2610.0
1599484283.801485,4480605,-2660.0
1599484290.055093,4483105,-3700.0
1599484315.09668,4493298,-7270.0
1599484334.479131,4501251,-3880.0
1599484340.455984,4503757,-3790.0
1599484347.46663,4506531,-5780.0
1599484366.358032,4514072,-2080.0
1599484372.215563,4516583,-3100.0
1599484378.8292632,4519099,-2460.0
1599484385.390166,4521640,-3680.0
1599484391.7187898,4524256,-4630.0
1599484404.3476741,4529402,-4130.10009765625
1599484411.112417,4532099,-5970.10009765625
1599484416.904908,4534652,-3910.0
1599484435.99874,4542317,-3670.0
1599484442.090338,4544828,-3340.0
1599484454.273159,4549847,-3060.0
1599484460.453226,4552353,-2800.0
1599484466.3062122,4554858,-3000.0
1599484484.96941,4562376,-2610.0
1599484497.5147,4567393,-3600.0
1599484503.99791,4569896,-3690.0
1599484510.164171,4572406,-3240.0
1599484516.716681,4574910,-2530.0
1599484523.313816,4577415,-3210.0
1599484541.84166,4584929,-3650.0
1599484560.809101,4592471,-3160.0
1599484568.622499,4594990,-3180.0
1599484587.691295,4602518,-2710.0
1599484593.51068,4605030,-4090.0
1599484619.284561,4615116,-3790.0
1599484638.0071082,4622688,-4390.2001953125
1599484644.488389,4625199,-3340.0
1599484656.771588,4630215,-3400.0
1599484669.201803,4635242,-3430.199951171875
1599484681.37594,4640378,-4370.0
1599484687.505984,4642896,-3080.0
1599484694.1655061,4645411,-3730.0
1599484700.1297479,4647924,-3610.0
1599484725.3342988,4658012,-4000.0
1599484731.8996632,4660558,-4120.0
1599484738.4777348,4663064,-3690.0
1599484750.926718,4668084,-3930.0
1599484757.1113322,4670590,-3390.0
1599484763.4228852,4673102,-3840.0
1599484788.3568032,4683194,-3100.0
1599484800.575836,4688307,-3570.0
1599484813.333775,4693446,-4130.0
1599484826.1000881,4698588,-3780.0
1599484832.260671,4701124,-3560.0
1599484844.876838,4706201,-4710.0
1599484870.193425,4716608,-5270.7001953125
1599484882.942131,4721861,-5840.0
1599484889.092216,4724415,-5090.2001953125
1599484907.142247,4731992,-5220.0
1599484925.962446,4739793,-5590.0
1599484950.262339,4749846,-4060.0
1599484962.1760588,4754918,-3790.0
1599484968.448996,4757465,-3240.0
1599484986.934706,4765115,-3200.0
1599485011.573511,4775359,-3580.0
1599485017.881331,4777913,-3550.0
1599485024.018611,4780465,-3600.0
1599485030.1435342,4783022,-3110.0
1599485049.411674,4790997,-5230.0
1599485056.5474932,4793871,-6710.0
1599485063.17679,4796579,-5300.0
1599485075.4011252,4801737,-3800.0
1599485081.5688992,4804342,-4150.0
1599485087.811313,4806872,-3160.0
1599485100.4155278,4811934,-3600.0
1599485106.201911,4814457,-4050.0
1599485124.835022,4822099,-4070.199951171875
1599485131.3102798,4824773,-5640.0
1599485144.2275178,4829945,-4560.0
1599485156.867023,4835133,-4710.0
1599485163.01341,4837695,-4380.0
1599485169.878569,4840332,-5350.2001953125
1599485195.579353,4850871,-5780.5
1599485215.0682461,4858776,-4880.0
1599485221.583176,4861470,-5910.10009765625
1599485229.001916,4864272,-6780.10009765625
1599485235.648417,4866831,-4840.0
1599485254.971405,4874638,-4700.0
1599485274.7025511,4882575,-5800.10009765625
1599485281.2937741,4885149,-4750.0
1599485287.777136,4887731,-4370.0
1599485294.094042,4890269,-4700.0
1599485300.409528,4892823,-4750.0
1599485312.946649,4897956,-4300.0
1599485332.9298859,4905750,-5990.2998046875
1599485352.5530372,4913683,-6150.0
1599485378.0194812,4924100,-4230.0
1599485384.219201,4926656,-4540.0
1599485390.442442,4929196,-4750.0
1599485396.802475,4931724,-4210.0
1599485402.723992,4934249,-4260.0
1599485415.3149161,4939307,-4380.0
1599485421.511283,4941838,-4420.0
1599485446.208846,4951949,-4030.0
1599485465.113178,4959499,-3970.0
1599485471.121344,4962010,-3500.0
1599485489.5581892,4969540,-4750.0
1599485495.808481,4972054,-4500.0
1599485501.922987,4974559,-5360.0
1599485508.2246342,4977065,-5200.0
1599485514.1524968,4979579,-5140.0
1599485526.80276,4984611,-4210.0
1599485532.977439,4987138,-4030.0
1599485538.914894,4989660,-3880.0
1599485545.2015412,4992169,-4430.0
1599485551.3772721,4994690,-4590.0
1599485563.635343,4999721,-3900.0
