2466,34,4805,2057,3
2419,81,4670,2424,25
2454,46,3367,1832,92
2455,45,2705,2118,57
2467,33,2772,1613,77
2466,34,2047,1196,74
2452,48,1429,815,69
2471,29,1103,618,179
2454,46,936,779,137
2494,6,703,270,281
2488,12,712,761,220
2492,8,739,315,104
2492,8,433,164,121
2492,8,309,324,160
2492,8,268,260,284
2494,6,287,233,260
2500,0,159,461,337
2495,5,189,252,374
2499,1,139,159,396
2497,3,157,1187,428
2490,10,163,1286,416
2500,0,117,320,343
2488,12,114,987,432
2498,2,151,456,389
2500,0,81,46,293
2500,0,103,2,239
2500,0,86,389,165
2500,0,76,59,110
2500,0,73,27,215
2493,7,79,255,187
2499,1,73,343,151
2500,0,48,21,231
2500,0,43,154,272
2500,0,56,110,240
2496,4,70,112,334
2500,0,49,80,320
2500,0,33,0,325
2500,0,34,53,244
2500,0,46,0,236
2499,1,64,67,184
2493,7,46,73,270
2500,0,50,2492,240
2500,0,29,0,226
2500,0,50,156,185
2498,2,84,44,99
2495,5,53,179,145
2500,0,35,36,182
2498,2,52,38,218
2500,0,72,0,136
2499,1,86,32,122
2500,0,57,129,174
2500,0,63,1242,68
2500,0,78,380,59
2495,5,45,314,87
2500,0,106,1203,47
2500,0,69,2437,169
2500,0,36,477,101
2500,0,23,449,109
2500,0,25,16,271
2500,0,23,5,304
2500,0,18,6,290
2496,4,13,53,262
2500,0,9,78,263
2500,0,20,42,149
2500,0,26,7,157
2499,1,23,52,212
2500,0,31,0,209
2498,2,29,8,164
2496,4,26,183,206
2500,0,19,5,220
2498,2,30,11,204
2500,0,9,0,239
2500,0,12,0,218
2500,0,13,0,220
2500,0,18,0,236
2499,1,18,22,246
2494,6,20,33,220
2500,0,20,0,200
2499,1,79,183,71
2500,0,130,14,81
2500,0,77,0,58
2500,0,29,337,38
2500,0,24,0,42
2500,0,15,39,66
2500,0,21,3,61
2500,0,11,27,42
2500,0,12,0,58
2500,0,16,0,67
2500,0,37,41,42
2500,0,11,20,47
2500,0,11,5,45
2500,0,12,76,42
2500,0,5,22,34
2500,0,13,33,35
2500,0,5,0,13
2500,0,8,23,0
2500,0,11,238,40
2500,0,3,0,31
2499,1,10,3,25
2499,1,9,16,37
2500,0,4,3,5
2500,0,15,46,8
2500,0,16,96,24
2500,0,6,12,120
2500,0,9,362,125
2500,0,6,960,162
2500,0,4,15,107
2500,0,5,6,168
2500,0,7,0,176
2500,0,2,0,195
2500,0,4,244,150
2500,0,4,0,141
2500,0,8,0,162
2500,0,5,0,102
2500,0,6,0,101
2500,0,3,15,134
2500,0,4,10,185
2500,0,3,14,130
2500,0,6,100,133
2500,0,4,231,90
2500,0,6,1264,58
2500,0,13,1163,47
2500,0,14,268,50
2500,0,12,782,66
2500,0,9,329,85
2500,0,7,0,52
2499,1,9,1319,72
2500,0,10,96,205
2499,1,4,450,132
2500,0,14,352,44
2499,1,20,1213,61
2500,0,33,1185,64
2500,0,29,340,60
2500,0,17,231,62
2500,0,14,0,66
2500,0,7,176,53
