wall_time,step,value
1604181964.26288,1497004,-1160.5
1604181965.433117,1497524,-810.5999755859375
1604181966.6021519,1498054,-1501.199951171875
1604181967.7733681,1498596,-1320.800048828125
1604181968.942533,1499110,-310.20001220703125
1604181970.386827,1499757,-2831.300048828125
1604181971.853813,1500354,-2291.300048828125
1604181973.018933,1500878,-2011.699951171875
1604181974.1809542,1501390,-1471.300048828125
1604181975.356243,1501932,-1090.5999755859375
1604181976.8204951,1502478,-1190.5999755859375
1604181977.989989,1502988,-830.7000122070312
1604181979.4271731,1503649,-3662.0
1604181980.836101,1504325,-4562.7998046875
1604181982.551413,1505079,-4431.7998046875
1604181983.698127,1505591,-720.5
1604181984.840178,1506131,-1380.9000244140625
1604181986.273946,1506741,-2361.199951171875
1604181987.4425979,1507260,-1491.199951171875
1604181988.615093,1507776,-770.5
1604181989.77932,1508284,-2362.199951171875
1604181990.939032,1508791,-420.29998779296875
1604181992.111839,1509297,-460.3999938964844
1604181993.287023,1509865,-1620.9000244140625
1604181995.025017,1510565,-3371.300048828125
1604181996.4669068,1511273,-3301.199951171875
1604181997.654015,1511787,-430.29998779296875
1604181999.694467,1512668,-4430.60009765625
1604182000.857394,1513214,-1901.4000244140625
1604182002.304959,1513737,-570.2999877929688
1604182003.78739,1514435,-4162.10009765625
1604182004.950996,1514940,-49.999996185302734
1604182006.4026089,1515530,-1971.0
1604182007.568717,1516043,-780.5999755859375
1604182008.739267,1516555,-550.2999877929688
1604182009.9096918,1517093,-1491.0999755859375
1604182011.3706949,1517757,-2160.5
1604182012.814357,1518360,-2111.10009765625
1604182013.987663,1518892,-2331.89990234375
1604182015.1966982,1519397,-530.5
1604182016.393583,1519902,-950.9000244140625
1604182017.549422,1520408,-99.99999237060547
1604182019.008497,1521069,-3762.10009765625
1604182020.190683,1521572,-59.999996185302734
1604182021.685211,1522197,-1870.5999755859375
1604182023.490259,1523015,-4781.60009765625
1604182024.694881,1523537,-210.0
1604182025.8988202,1524039,-420.3999938964844
1604182027.090013,1524588,-1250.699951171875
1604182028.2624462,1525102,-250.09999084472656
1604182029.695811,1525653,-1140.5999755859375
1604182031.150084,1526288,-1730.4000244140625
1604182032.548228,1526947,-2831.199951171875
1604182033.694526,1527451,-450.3999938964844
1604182036.301816,1528603,-10654.099609375
1604182037.46453,1529188,-1880.9000244140625
1604182038.632685,1529697,-1010.7999877929688
1604182039.79776,1530211,-420.1999816894531
1604182041.2458591,1530800,-2081.10009765625
1604182042.4175448,1531364,-1590.9000244140625
1604182043.868553,1531948,-1450.5999755859375
1604182045.578194,1532745,-3890.89990234375
1604182046.75387,1533251,-280.1999816894531
1604182048.202674,1533951,-3011.0
1604182049.667716,1534478,-690.4000244140625
1604182050.827188,1535089,-1850.699951171875
1604182053.116,1536090,-6111.10009765625
1604182054.26193,1536624,-550.2000122070312
1604182057.0080261,1537829,-7520.39990234375
1604182059.0334358,1538738,-5361.2001953125
1604182060.2047281,1539290,-2081.5
1604182061.666811,1539960,-3211.5
1604182063.133522,1540546,-1580.699951171875
1604182064.3028622,1541089,-1140.699951171875
1604182065.474144,1541596,-40.0
1604182067.483745,1542406,-3750.60009765625
1604182068.657063,1542941,-970.5999755859375
1604182069.841034,1543513,-710.0
1604182071.330996,1544082,-710.0
1604182073.096232,1544872,-4861.89990234375
1604182074.273159,1545407,-430.1000061035156
1604182076.2858691,1546243,-3580.199951171875
1604182078.496037,1547361,-6800.60009765625
1604182079.912986,1547925,-700.0999755859375
1604182081.9161532,1548809,-5581.7001953125
1604182084.302598,1549901,-7391.5
1604182085.496961,1550417,-420.29998779296875
1604182086.699407,1550934,-350.20001220703125
1604182087.8970509,1551454,-520.2999877929688
1604182089.095883,1551985,-600.2999877929688
1604182090.602347,1552533,-880.4000244140625
1604182091.787143,1553060,-630.4000244140625
1604182092.945693,1553593,-1341.0
1604182094.3636951,1554178,-890.0
1604182095.507044,1554706,-1190.9000244140625
1604182096.64621,1555318,-1180.0999755859375
1604182097.785923,1555831,-490.3999938964844
1604182099.719883,1556726,-4510.5
1604182100.864623,1557235,-530.4000244140625
1604182102.3094258,1557826,-1390.5
1604182103.4715679,1558393,-1771.0999755859375
1604182104.6418781,1558893,-710.7000122070312
1604182105.8088489,1559407,-660.5
1604182106.9766788,1559909,20.000001907348633
1604182108.422239,1560530,-1500.300048828125
1604182109.569124,1561045,-940.7999877929688
1604182110.7140281,1561582,-530.2000122070312
1604182112.156438,1562171,-850.0
1604182113.298787,1562683,-290.20001220703125
1604182114.4343638,1563194,-600.5
1604182115.591562,1563711,-360.20001220703125
1604182116.757452,1564242,-720.4000244140625
1604182117.932965,1564754,-920.7999877929688
1604182119.132492,1565281,-240.0
1604182120.38891,1565788,-240.1999969482422
1604182121.595885,1566300,-830.7000122070312
1604182123.102724,1566892,-1210.300048828125
1604182124.293549,1567421,-690.4000244140625
1604182125.4578319,1567970,-2532.0
1604182126.600821,1568480,-160.10000610351562
1604182127.744334,1569002,-1010.7999877929688
1604182128.8863401,1569505,-19.999998092651367
1604182130.057368,1570006,30.000001907348633
1604182131.2146811,1570549,-900.5
1604182133.245134,1571328,-3650.699951171875
1604182134.443862,1571858,-1601.300048828125
1604182135.64241,1572473,-1560.4000244140625
1604182137.1379478,1572997,-440.20001220703125
1604182138.318178,1573567,-1090.4000244140625
1604182139.49147,1574071,-19.999998092651367
1604182140.65845,1574583,-100.0
1604182142.39622,1575328,-3270.800048828125
1604182143.833262,1576056,-3771.5
1604182145.255071,1576684,-1630.300048828125
1604182146.670485,1577295,-1300.199951171875
1604182149.255832,1578411,-6950.7998046875
1604182150.431693,1578940,-450.20001220703125
1604182151.588717,1579486,-1050.5999755859375
1604182152.750247,1580002,-610.4000244140625
1604182154.209738,1580548,-440.0
1604182155.3781471,1581082,-620.2999877929688
1604182156.830558,1581753,-2660.89990234375
1604182157.9905121,1582322,-680.0
1604182159.1610591,1582842,-500.29998779296875
1604182161.147428,1583715,-4120.39990234375
1604182162.282926,1584241,-1271.0
1604182164.2521942,1585080,-4911.5
1604182165.398218,1585590,-270.20001220703125
1604182166.810226,1586244,-2180.60009765625
1604182168.550445,1587044,-3700.699951171875
1604182169.7179961,1587563,-370.20001220703125
1604182171.183112,1588098,-630.2000122070312
1604182172.902208,1588881,-3610.800048828125
1604182174.0724502,1589399,-790.5999755859375
1604182175.5049732,1590069,-1960.300048828125
1604182176.9638112,1590667,-2471.39990234375
1604182178.130122,1591245,-1580.800048828125
1604182179.543104,1591913,-2150.5
1604182180.962059,1592458,-1060.5999755859375
1604182182.1050398,1592968,-100.0
1604182185.20891,1594371,-10251.2001953125
1604182186.376436,1594884,-600.5
1604182187.552982,1595430,-870.4000244140625
1604182188.720191,1595933,-200.1999969482422
1604182189.884286,1596473,-900.5
1604182191.06064,1596977,-530.5
1604182192.22447,1597499,-1040.800048828125
1604182193.405169,1598026,-1481.199951171875
1604182194.573333,1598556,-940.5999755859375
1604182196.046558,1599162,-1640.5999755859375
1604182197.195162,1599687,-350.1000061035156
1604182198.339245,1600212,-340.1000061035156
1604182200.320031,1601036,-3780.5
1604182201.520308,1601613,-1390.5999755859375
1604182202.712368,1602129,-470.29998779296875
1604182203.914261,1602648,-160.0
1604182205.412053,1603241,-1720.800048828125
1604182206.6144168,1603765,-830.5999755859375
1604182207.798657,1604345,-1630.800048828125
1604182209.524073,1605037,-2340.39990234375
1604182210.69117,1605563,-380.1000061035156
1604182211.858049,1606128,-1801.0999755859375
1604182213.025113,1606630,-190.1999969482422
1604182214.492604,1607192,-680.0999755859375
1604182215.663647,1607724,-2051.699951171875
1604182217.1142762,1608330,-1740.5999755859375
1604182218.269428,1608910,-1490.699951171875
1604182219.416712,1609440,-1060.800048828125
1604182220.5591302,1609956,-1070.9000244140625
1604182221.959899,1610602,-2270.699951171875
1604182223.379006,1611156,-850.2999877929688
1604182224.513252,1611718,-1120.5
1604182225.684139,1612257,-1521.0999755859375
1604182226.849909,1612767,-1751.5999755859375
1604182228.303169,1613323,-1510.9000244140625
1604182229.46987,1613840,-1020.7999877929688
1604182230.644363,1614380,-410.0
1604182231.815329,1614908,-1311.0
1604182233.2529302,1615523,-2040.9000244140625
1604182234.3875892,1616031,-140.10000610351562
1604182235.796442,1616671,-1510.0999755859375
1604182236.931254,1617259,-1280.4000244140625
1604182238.3415859,1617849,-870.0
1604182239.469923,1618407,-670.0999755859375
1604182240.897123,1618946,-340.0
1604182242.3388102,1619624,-2360.60009765625
1604182243.499336,1620150,-850.5999755859375
1604182244.948498,1620769,-2341.199951171875
1604182246.117006,1621278,-140.10000610351562
1604182247.289061,1621791,-80.0
1604182248.455791,1622312,-190.0
1604182249.631976,1622828,-360.20001220703125
1604182250.801142,1623349,-390.20001220703125
1604182252.3059552,1623939,-1380.5
1604182253.5060742,1624496,-1110.5
1604182254.714567,1625027,-370.1000061035156
1604182255.9069571,1625548,-890.7000122070312
1604182257.38173,1626159,-1680.5999755859375
1604182258.5516741,1626686,-1281.0
1604182259.716445,1627194,-350.29998779296875
1604182260.882868,1627769,-1010.2000122070312
1604182262.057336,1628277,-810.7000122070312
1604182263.498404,1628816,-1090.699951171875
1604182264.643272,1629321,-130.09999084472656
1604182265.784659,1629825,-250.1999969482422
1604182266.921472,1630340,-330.20001220703125
1604182268.0796428,1630851,-1010.9000244140625
1604182269.24671,1631365,-330.20001220703125
1604182270.41772,1631893,-440.20001220703125
1604182271.590401,1632410,-130.0
1604182272.7609,1632941,-430.1000061035156
1604182273.9342132,1633462,-360.20001220703125
1604182275.613007,1634071,-1370.300048828125
1604182276.816781,1634614,-1170.699951171875
1604182278.035556,1635132,-560.4000244140625
1604182279.281141,1635671,-570.2000122070312
1604182280.468987,1636182,-610.5
1604182281.6224158,1636735,-610.0999755859375
1604182282.795137,1637246,-930.7999877929688
1604182284.213492,1637783,-350.0
1604182285.347362,1638336,-910.4000244140625
1604182286.772727,1638959,-1650.4000244140625
1604182288.296133,1639672,-3070.89990234375
1604182289.814912,1640251,-1370.5999755859375
1604182291.6160169,1640993,-3471.10009765625
1604182294.3585548,1642114,-7511.2998046875
1604182295.265839,1642618,-490.3999938964844
1604182296.77262,1643152,-350.0
1604182297.987503,1643700,-1781.300048828125
1604182299.204905,1644214,-1921.699951171875
1604182300.424056,1644715,2.2649765014648438e-06
1604182301.652971,1645229,-630.5
1604182302.863632,1645734,-240.1999969482422
1604182304.081308,1646250,-130.0
1604182305.331177,1646844,-1120.199951171875
1604182306.592143,1647347,-120.0999984741211
1604182308.1472378,1647962,-2671.5
1604182309.720122,1648537,-910.2000122070312
1604182310.986017,1649095,-1050.5
1604182312.264234,1649605,-1121.0
1604182313.548081,1650132,-450.20001220703125
1604182315.131019,1650759,-1600.300048828125
1604182316.375946,1651279,-500.29998779296875
1604182317.626286,1651815,-1300.9000244140625
1604182318.878183,1652332,-1861.699951171875
1604182320.737143,1653028,-2470.5
1604182321.9835992,1653578,-880.4000244140625
1604182323.227415,1654090,-220.09999084472656
1604182324.4927301,1654601,-100.0
1604182325.766956,1655104,-29.999998092651367
1604182327.001238,1655618,-200.10000610351562
1604182328.239478,1656139,-810.5999755859375
1604182329.469578,1656660,-410.20001220703125
1604182330.741354,1657181,-1020.7999877929688
1604182332.281761,1657779,-1460.5
1604182333.519841,1658284,-150.09999084472656
1604182334.74718,1658815,-310.0
1604182336.271152,1659432,-1460.300048828125
1604182337.482074,1660014,-1791.0
1604182338.687118,1660523,-130.0
1604182340.1761448,1661060,-770.4000244140625
1604182341.338401,1661601,-590.2000122070312
1604182342.503673,1662113,-990.9000244140625
1604182343.675085,1662613,-1001.0
1604182344.8474429,1663150,-760.4000244140625
1604182346.281197,1663746,-1570.5999755859375
1604182347.129138,1664249,-150.09999084472656
1604182348.553144,1664768,-1191.0
1604182349.706082,1665288,-820.5999755859375
1604182350.8499599,1665795,-750.7000122070312
1604182351.700701,1666300,-830.7999877929688
1604182352.859999,1666807,-1841.699951171875
1604182354.316951,1667332,-950.5999755859375
1604182355.4919958,1667840,-980.9000244140625
1604182356.374495,1668350,-200.09999084472656
1604182357.54495,1668856,-760.7000122070312
1604182358.9700742,1669384,-710.4000244140625
1604182360.110079,1669888,-250.1999969482422
1604182360.9651048,1670395,-130.10000610351562
1604182362.099067,1670896,10.000001907348633
1604182363.239712,1671397,-90.0999984741211
1604182364.37512,1671927,-1471.199951171875
1604182365.812959,1672531,-1390.300048828125
1604182367.242959,1673184,-2020.5
1604182368.384213,1673720,-1110.699951171875
1604182369.8091142,1674246,-840.5999755859375
1604182370.970897,1674805,-1460.9000244140625
1604182372.139078,1675373,-1580.9000244140625
1604182373.596277,1675927,-1350.800048828125
1604182374.7645109,1676446,-1140.9000244140625
1604182375.930249,1676982,-1350.9000244140625
1604182377.108761,1677492,-1371.199951171875
1604182378.2707,1678002,-830.7000122070312
1604182379.441671,1678506,-570.5
1604182380.613757,1679022,-1060.9000244140625
1604182381.784489,1679527,-720.7000122070312
1604182382.950887,1680086,-1190.5999755859375
1604182384.1190882,1680609,-2752.39990234375
1604182385.279705,1681137,-870.5999755859375
1604182386.454222,1681639,-1371.300048828125
1604182387.6287649,1682149,-1261.0999755859375
1604182388.793424,1682657,-130.0
1604182389.9631538,1683163,-550.5
1604182391.131715,1683667,-420.3999938964844
1604182392.300545,1684220,-2471.89990234375
1604182393.757437,1684752,-1951.5
1604182394.90333,1685270,-510.29998779296875
1604182396.036576,1685796,-410.20001220703125
1604182397.467031,1686405,-1900.800048828125
1604182398.614309,1686919,-1441.199951171875
1604182399.749701,1687475,-2091.5
1604182400.8919628,1687979,-900.7999877929688
1604182402.028623,1688498,-520.2999877929688
1604182403.164524,1689071,-2761.89990234375
1604182404.332727,1689591,-1100.800048828125
1604182405.498476,1690100,-1281.0999755859375
1604182406.6718311,1690619,-1070.9000244140625
1604182407.845587,1691133,-1321.0999755859375
1604182409.31701,1691662,-1330.9000244140625
1604182410.457904,1692181,-340.1000061035156
1604182411.599565,1692684,-1331.300048828125
1604182412.7496371,1693189,-250.1999969482422
1604182413.898357,1693750,-1741.0999755859375
1604182415.050789,1694272,-560.2999877929688
1604182416.1946769,1694807,-1571.199951171875
1604182417.371495,1695345,-460.1000061035156
1604182418.532143,1695869,-770.5
1604182419.7005498,1696378,-1151.0
1604182421.155715,1696908,-610.2999877929688
1604182422.3143868,1697444,-990.5999755859375
1604182423.490319,1697949,-1351.300048828125
1604182424.6527958,1698476,-1100.800048828125
1604182425.82321,1698991,-1991.800048828125
1604182426.9883509,1699504,-760.5999755859375
1604182428.4380789,1700155,-2671.10009765625
1604182429.609743,1700659,-490.3999938964844
1604182430.786162,1701161,-690.7000122070312
1604182431.950751,1701662,-250.1999969482422
1604182433.1315851,1702175,-1040.9000244140625
1604182434.2977548,1702678,-630.5999755859375
1604182435.464715,1703183,-70.0
1604182436.6240761,1703734,-500.0
1604182437.789941,1704262,-470.20001220703125
1604182439.250103,1704875,-1820.699951171875
1604182440.386465,1705432,-750.2000122070312
1604182441.535788,1705941,-580.5
1604182442.95298,1706504,-710.0999755859375
1604182444.117316,1707056,-780.2999877929688
1604182445.279603,1707618,-1290.699951171875
1604182446.766167,1708169,-1390.9000244140625
1604182447.964781,1708677,-150.10000610351562
1604182448.86608,1709182,-130.09999084472656
1604182450.359412,1709699,-1241.0999755859375
1604182451.525003,1710208,-130.0
1604182452.671985,1710723,-1221.0
1604182453.81581,1711232,-1231.0999755859375
1604182454.9621792,1711745,-250.09999084472656
1604182456.101262,1712279,-630.2999877929688
1604182457.258278,1712788,-60.0
1604182458.4350169,1713333,-730.2999877929688
1604182459.885748,1714023,-2370.5
1604182461.346333,1714568,-410.0
1604182462.508994,1715149,-1190.4000244140625
1604182463.6773381,1715710,-770.2000122070312
1604182464.8506722,1716218,-1541.5
1604182466.047083,1716724,-440.3999938964844
1604182467.5157819,1717249,-1311.0
1604182468.661463,1717780,-1240.9000244140625
1604182469.803871,1718280,-1511.5
1604182471.5169559,1719067,-3280.39990234375
1604182472.6506639,1719576,-410.29998779296875
1604182473.813984,1720078,-310.29998779296875
1604182474.956036,1720581,-220.1999969482422
1604182475.8138502,1721084,-440.3999938964844
1604182476.961858,1721586,-29.999996185302734
1604182478.1046069,1722096,-90.0
1604182479.281965,1722605,-580.5
1604182480.740475,1723240,-2010.5999755859375
1604182482.198951,1723803,-1430.800048828125
1604182483.651753,1724442,-2521.10009765625
1604182484.82935,1724944,-430.3999938964844
1604182486.0018828,1725465,-600.4000244140625
1604182487.177896,1725967,-120.0999984741211
1604182488.3323169,1726568,-1560.5
1604182489.498632,1727095,-1190.9000244140625
1604182490.969546,1727647,-1040.5
1604182492.4358761,1728290,-2451.0
1604182493.628948,1728881,-1881.0
1604182495.121067,1729514,-2010.5999755859375
1604182496.907051,1730200,-2700.800048828125
1604182498.1020129,1730722,-950.7000122070312
1604182499.280183,1731236,-700.5999755859375
1604182500.4495418,1731738,-190.1999969482422
1604182501.623661,1732240,-170.1999969482422
1604182502.79137,1732756,-950.7999877929688
1604182503.952568,1733258,1.8849968910217285e-06
1604182505.095326,1733786,-300.0
1604182506.505758,1734448,-2210.60009765625
1604182507.641551,1735007,-2431.800048828125
1604182509.342339,1735680,-4082.300048828125
1604182510.5066738,1736204,-510.1999816894531
1604182511.6922219,1736705,20.000001907348633
1604182512.577802,1737209,-150.09999084472656
1604182514.044947,1737780,-1100.4000244140625
1604182515.497278,1738460,-1990.0999755859375
1604182517.542485,1739342,-4530.7001953125
1604182519.262186,1740066,-2910.699951171875
1604182520.397856,1740575,-930.7999877929688
1604182521.5346382,1741117,-1451.0
1604182522.677712,1741656,-750.2999877929688
1604182524.360477,1742377,-2700.5
1604182525.50916,1742913,-340.0
1604182527.265652,1743646,-4061.699951171875
1604182528.4372349,1744172,-640.4000244140625
1604182529.6092649,1744677,-19.999998092651367
1604182530.770047,1745225,-1871.4000244140625
1604182531.93546,1745728,-610.5999755859375
1604182533.115038,1746230,-200.1999969482422
1604182534.293185,1746743,-560.4000244140625
1604182535.4555871,1747270,-1150.9000244140625
1604182536.6043808,1747774,-310.29998779296875
1604182537.745225,1748303,-460.20001220703125
1604182538.887464,1748815,-240.09999084472656
1604182540.028776,1749341,-800.5
1604182541.1666298,1749868,-1251.0
1604182542.304233,1750371,-850.7999877929688
1604182543.449176,1750876,-530.5
1604182544.6050508,1751390,-440.29998779296875
1604182545.770855,1751898,-1050.9000244140625
1604182546.938741,1752431,-600.2999877929688
1604182548.1172638,1752955,-870.5999755859375
1604182549.573069,1753478,-310.1000061035156
1604182550.7382889,1754015,-1361.0
1604182551.908205,1754582,-1490.800048828125
1604182553.069172,1755085,-640.5999755859375
1604182554.238514,1755586,-760.7000122070312
1604182555.406094,1756089,-530.5
1604182556.5755541,1756593,-120.0999984741211
1604182557.745992,1757098,-870.7999877929688
1604182558.911461,1757604,-770.7000122070312
1604182560.071052,1758107,-991.0
1604182561.25296,1758629,-1211.0
1604182562.41836,1759138,-670.5999755859375
1604182563.5866141,1759640,-1081.0
1604182564.782002,1760154,-240.09999084472656
1604182566.273609,1760773,-2150.89990234375
1604182567.17255,1761275,-210.1999969482422
1604182568.367129,1761776,-90.0999984741211
1604182569.562477,1762287,-190.09999084472656
1604182570.755967,1762809,-520.2999877929688
1604182571.957789,1763316,-250.1999969482422
1604182573.1509702,1763822,-350.29998779296875
1604182574.318005,1764338,-1461.300048828125
1604182575.7844648,1764982,-2771.300048828125
1604182576.9579022,1765485,1.5050172805786133e-06
1604182578.129926,1765990,-770.7000122070312
1604182579.580009,1766544,-1180.5999755859375
1604182580.748045,1767057,-970.7999877929688
1604182581.891712,1767560,-250.1999969482422
1604182583.0350158,1768071,-800.7000122070312
1604182584.175509,1768590,-280.1000061035156
1604182585.309542,1769091,-90.0999984741211
1604182586.1670961,1769593,-981.0
1604182587.315845,1770094,30.000001907348633
1604182588.784321,1770643,-880.4000244140625
1604182589.946999,1771146,-220.09999084472656
1604182590.816109,1771647,30.000001907348633
1604182592.268359,1772266,-1680.5
1604182593.438108,1772774,-800.7000122070312
1604182594.8950112,1773327,-590.0999755859375
1604182596.060874,1773851,-300.1000061035156
1604182597.4913678,1774499,-1970.5
1604182598.905001,1775222,-2560.300048828125
1604182600.040875,1775728,-980.9000244140625
1604182601.175309,1776232,-660.5999755859375
1604182602.309942,1776736,-820.7999877929688
1604182603.440184,1777237,-520.5
1604182604.577506,1777747,-190.09999084472656
1604182605.75279,1778272,-450.20001220703125
1604182606.968959,1778773,30.000001907348633
1604182608.1766322,1779289,-1231.0999755859375
1604182609.394975,1779795,-350.29998779296875
1604182610.591265,1780295,-490.5
1604182611.78957,1780815,-1211.0
1604182612.985595,1781352,-650.2999877929688
1604182614.179557,1781881,-470.20001220703125
1604182615.690736,1782418,-980.5999755859375
1604182616.9037619,1782919,-70.0999984741211
1604182617.8235588,1783421,-520.5
1604182619.035179,1783921,-390.3999938964844
1604182620.237658,1784427,-410.3999938964844
1604182621.707586,1785011,-2581.699951171875
1604182622.8841238,1785527,-1181.0
1604182624.063452,1786032,-250.1999969482422
1604182625.2425852,1786537,-640.5999755859375
1604182626.430138,1787045,-280.20001220703125
1604182627.629013,1787547,-250.1999969482422
1604182628.821253,1788109,-1781.0999755859375
1604182629.990908,1788630,-840.5999755859375
1604182631.152579,1789155,-730.5
1604182632.289108,1789659,-240.1999969482422
1604182633.4365098,1790167,-290.20001220703125
1604182634.576298,1790674,-140.10000610351562
1604182635.715512,1791181,-130.10000610351562
1604182636.8655329,1791707,-270.0
1604182638.009705,1792247,-720.2999877929688
1604182639.438175,1792805,-860.2999877929688
1604182640.626118,1793318,-690.5999755859375
1604182641.80691,1793823,-420.3999938964844
1604182642.971055,1794345,-170.0
1604182644.1406982,1794850,-49.999996185302734
1604182645.307453,1795358,-240.1999969482422
1604182646.437221,1795921,-1631.0
1604182647.580401,1796426,-9.999999046325684
1604182648.721371,1796939,-210.09999084472656
1604182649.8632371,1797471,-800.5
1604182650.999216,1798014,-790.4000244140625
1604182652.138877,1798523,-160.10000610351562
1604182653.2882528,1799026,-890.9000244140625
1604182656.152649,1800254,-8761.5
1604182657.294304,1800756,-230.1999969482422
1604182658.433872,1801260,-19.999998092651367
1604182659.586194,1801762,-300.29998779296875
1604182660.754076,1802272,-90.0
1604182661.924468,1802808,-410.0
1604182663.09816,1803326,-170.0
1604182664.54603,1803972,-1520.0999755859375
1604182665.6838248,1804506,-330.0
1604182666.825262,1805018,-80.0
1604182668.2610428,1805608,-990.0999755859375
1604182669.403276,1806185,-850.0999755859375
1604182670.89556,1806756,-680.0
1604182672.3400378,1807466,-3181.10009765625
1604182673.791022,1808091,-1850.5999755859375
1604182675.251025,1808659,-1250.5999755859375
1604182676.431052,1809161,-240.1999969482422
1604182677.6317818,1809666,-19.999998092651367
1604182678.826112,1810178,-880.7999877929688
1604182679.7120042,1810687,-280.20001220703125
1604182680.887116,1811195,-240.1999969482422
1604182682.0613601,1811708,-230.09999084472656
1604182683.231047,1812212,-29.999998092651367
1604182684.401212,1812721,-660.5999755859375
1604182685.572376,1813231,-870.7999877929688
1604182687.043544,1813761,-910.5999755859375
1604182688.251381,1814309,-950.5
1604182689.446199,1814818,-280.20001220703125
1604182690.652833,1815319,-9.99999713897705
1604182691.829485,1815865,-570.0999755859375
1604182693.000818,1816386,-580.4000244140625
1604182694.1779468,1816896,-870.7999877929688
1604182695.332705,1817403,-59.999996185302734
1604182696.767034,1817990,-1450.5999755859375
1604182698.1740632,1818625,-2140.800048828125
1604182699.311357,1819183,-1050.5
1604182700.444727,1819740,-1791.199951171875
1604182701.5823302,1820259,-490.29998779296875
1604182702.747066,1820765,-460.3999938964844
1604182703.915346,1821268,-320.29998779296875
1604182705.083133,1821778,-90.0
1604182706.246769,1822281,1.5050172805786133e-06
1604182707.420344,1822787,-19.999998092651367
1604182708.5928,1823344,-840.2999877929688
1604182709.754224,1823849,-49.999996185302734
1604182711.20457,1824412,-590.0
1604182712.351551,1824960,-550.0999755859375
1604182713.491135,1825468,-380.29998779296875
1604182714.6352482,1826015,-730.2999877929688
1604182715.778425,1826526,-300.20001220703125
1604182717.2417998,1827080,-620.0999755859375
1604182718.436844,1827614,-850.5
1604182719.626475,1828223,-1570.5
1604182720.82563,1828728,-610.5999755859375
1604182722.304972,1829252,-260.0
1604182723.4756742,1829771,-470.29998779296875
1604182724.638122,1830278,-820.7999877929688
1604182725.4931939,1830783,-9.999999046325684
1604182726.642776,1831291,-440.3999938964844
1604182727.7866502,1831801,-790.7000122070312
1604182728.944118,1832302,20.000001907348633
1604182730.106823,1832816,-1000.9000244140625
1604182731.268575,1833331,-970.7999877929688
1604182732.437216,1833842,-400.29998779296875
1604182733.600233,1834345,-380.29998779296875
1604182734.7708318,1834852,-480.3999938964844
1604182736.255651,1835404,-1951.4000244140625
1604182737.4593909,1835909,-600.5
1604182738.653694,1836419,-580.5
1604182739.5597959,1836924,-570.5
1604182740.7486641,1837431,-840.7999877929688
1604182742.2089942,1837982,-950.4000244140625
1604182743.360406,1838484,-390.3999938964844
1604182744.512308,1838991,-740.7000122070312
1604182745.64875,1839522,-1090.699951171875
1604182746.79266,1840028,-640.5999755859375
1604182747.9411871,1840530,-500.5
1604182749.089758,1841046,-1050.9000244140625
1604182750.2649658,1841625,-2201.300048828125
1604182751.43655,1842128,-540.5
1604182752.601738,1842628,-630.5999755859375
1604182754.063513,1843202,-1070.300048828125
1604182755.23685,1843742,-800.4000244140625
1604182756.416277,1844244,-810.7999877929688
1604182757.5754712,1844769,-1411.0999755859375
1604182758.7494469,1845274,-950.9000244140625
1604182759.92314,1845774,-290.29998779296875
1604182761.0981,1846281,-680.5999755859375
1604182761.974784,1846783,-120.0999984741211
1604182763.145865,1847289,-170.09999084472656
1604182764.3204532,1847804,-750.5999755859375
1604182765.782337,1848322,-2121.89990234375
1604182766.669048,1848827,-29.999998092651367
1604182767.840756,1849327,-280.29998779296875
1604182769.013611,1849833,-540.5
1604182770.18612,1850335,-450.3999938964844
1604182771.339488,1850871,-1411.0
1604182772.481757,1851373,-70.0999984741211
1604182773.624289,1851877,-820.7999877929688
1604182774.764916,1852386,-1111.0
1604182775.898795,1852921,-1721.300048828125
1604182777.046431,1853424,-890.9000244140625
1604182778.1970198,1853937,-120.0
1604182779.365495,1854456,-540.2000122070312
1604182781.378057,1855299,-4641.2001953125
1604182782.8529222,1855893,-1540.5999755859375
1604182784.0221171,1856412,-840.5999755859375
1604182785.172727,1857009,-1570.5999755859375
1604182786.3108082,1857514,-340.29998779296875
1604182787.4497259,1858024,-880.7999877929688
1604182788.590633,1858530,-770.7000122070312
1604182789.731551,1859039,-730.5999755859375
1604182790.8744378,1859543,-510.5
1604182792.043645,1860063,-540.2999877929688
1604182793.22332,1860576,-420.29998779296875
1604182794.4006279,1861089,-1331.199951171875
1604182795.568238,1861592,-800.7999877929688
1604182796.736369,1862097,-410.3999938964844
1604182797.901811,1862598,-19.999996185302734
1604182799.340677,1863292,-2530.60009765625
1604182800.48077,1863797,-1021.0
1604182801.625731,1864305,-110.0
1604182802.791892,1864829,-850.5999755859375
1604182804.289223,1865349,-210.0
1604182805.490607,1865866,-910.7000122070312
1604182806.689779,1866423,-1260.699951171875
1604182807.879615,1866935,-300.20001220703125
1604182809.056201,1867472,-1030.699951171875
1604182810.2639601,1867979,-59.999996185302734
1604182811.440434,1868495,-1030.9000244140625
1604182812.877335,1869060,-850.2000122070312
1604182813.733224,1869564,-300.29998779296875
1604182815.158216,1870091,-970.7000122070312
1604182816.3080041,1870600,-580.5
1604182817.4767091,1871133,-840.5
1604182818.64271,1871638,-470.3999938964844
1604182819.811937,1872146,-760.7000122070312
1604182820.985995,1872662,-1020.9000244140625
1604182822.1493618,1873214,-1280.800048828125
1604182823.317732,1873725,-700.5
