wall_time,step,value,match,infeasible_match,mismatch,notinstock,total_removed
1600669970.040533,687825,-160.0,2500,0,0,0,41
1600669976.1827378,690336,-1400.0,2500,0,4,7,154
1600669982.333941,692944,-3480.10009765625,2500,0,4,104,255
1600669988.441304,695448,-860.0,2500,0,4,0,107
1600669994.295839,697973,-320.29998779296875,2497,3,1,24,2
1600670000.4621282,700478,-30.199995040893555,2498,2,1,4,3
1600670006.472147,702987,-300.0,2500,0,0,9,46
1600670012.265326,705513,-460.1999816894531,2498,2,3,23,25
1600670018.42629,708018,70.00000762939453,2500,0,3,2,13
1600670024.238285,710520,50.00000762939453,2500,0,1,1,18
1600670030.2762592,713023,160.0,2500,0,2,1,6
1600670036.756802,715678,-1470.0999755859375,2500,0,0,155,7
1600670042.6395562,718190,29.90000343322754,2499,1,1,11,0
1600670048.719182,720692,129.90000915527344,2499,1,0,2,0
1600670054.747921,723200,-0.09999361634254456,2499,1,1,7,7
1600670060.61752,725713,-220.09999084472656,2499,1,2,11,24
1600670066.752914,728215,119.9000015258789,2499,1,2,0,1
1600670072.453701,730718,200.0,2500,0,2,1,2
1600670078.59359,733220,230.0,2500,0,0,2,0
1600670084.5627332,735721,-109.99999237060547,2500,0,1,0,35
1600670090.733554,738222,240.0,2500,0,0,1,0
1600670096.584448,740735,30.000001907348633,2500,0,0,13,9
1600670102.669891,743241,190.0,2500,0,3,3,0
1600670110.403486,746449,-7350.39990234375,2500,0,2,706,12
1600670116.552641,748955,110.00000762939453,2500,0,4,2,8
1600670123.522611,751882,-4900.2998046875,2500,0,0,427,58
1600670129.402258,754382,-350.0,2500,0,0,0,60
1600670135.526732,756882,120.0,2500,0,0,0,13
1600670141.591226,759465,-1280.0,2500,0,1,82,70
1600670147.4331079,761968,200.0,2500,0,3,0,2
1600670153.613419,764470,230.0,2500,0,2,0,0
1600670159.375252,766970,250.0,2500,0,0,0,0
1600670165.444501,769471,240.0,2500,0,1,0,0
1600670171.6280088,771973,230.0,2500,0,2,0,0
1600670177.443569,774494,-330.1999816894531,2498,2,0,21,17
1600670183.473889,777011,-350.1000061035156,2499,1,1,16,33
1600670189.29173,779516,170.0,2500,0,3,2,3
1600670195.435113,782016,240.0,2500,0,0,0,1
1600670201.466858,784517,240.0,2500,0,1,0,0
1600670207.3150039,787017,-90.0,2500,0,0,0,34
