2470,30,6093,1823,1
2437,63,4553,2035,28
2441,59,3325,1617,21
2428,72,3164,1293,16
2467,33,2226,802,64
2471,29,1529,953,47
2468,32,1367,951,42
2479,21,1084,882,57
2471,29,951,875,71
2483,17,803,951,49
2481,19,801,1413,10
2487,13,621,605,17
2491,9,445,368,30
2495,5,334,221,17
2487,13,294,545,33
2468,32,378,777,40
2461,39,297,2250,29
2470,30,259,2567,30
2463,37,258,558,27
2484,16,213,668,27
2489,11,190,594,36
2481,19,186,360,24
2471,29,200,813,39
2461,39,185,533,24
2485,15,195,694,31
2486,14,137,1302,25
2473,27,166,950,34
2475,25,112,1060,25
2465,35,128,884,26
2476,24,76,496,32
2465,35,91,792,32
2473,27,92,917,28
2480,20,109,1448,21
2469,31,59,827,14
2491,9,43,976,17
2478,22,31,3092,19
2485,15,42,1536,0
2493,7,47,1009,9
2492,8,34,1298,7
2486,14,19,268,14
2496,4,21,291,0
2500,0,14,828,4
2497,3,25,2351,17
2487,13,30,1506,0
2500,0,10,97,0
2500,0,19,18,5
2494,6,22,1889,0
2500,0,14,78,6
2500,0,23,665,10
2493,7,17,597,5
2487,13,21,814,8
2487,13,21,628,13
2495,5,24,273,2
2488,12,24,1066,2
2494,6,20,884,14
2500,0,13,314,8
2500,0,14,309,0
2496,4,9,316,0
2500,0,11,591,0
2500,0,19,904,0
2500,0,17,1940,0
2496,4,12,1550,0
2487,13,12,812,1
2490,10,12,512,0
2500,0,7,76,0
2500,0,10,879,3
2500,0,7,2047,4
2497,3,8,537,0
2500,0,7,845,12
2490,10,8,1688,30
2497,3,14,1169,12
2475,25,10,1987,5
2478,22,13,1032,12
2493,7,15,540,7
2496,4,5,202,0
2499,1,7,189,0
2500,0,7,864,0
2475,25,8,657,0
2497,3,5,169,0
2491,9,5,574,0
2500,0,8,493,6
2500,0,3,179,0
2492,8,7,761,3
2500,0,8,366,5
2492,8,11,447,0
2492,8,7,290,0
2492,8,8,50,0
2500,0,7,1101,0
2500,0,3,503,0
2499,1,10,421,0
2495,5,3,276,10
2494,6,6,689,4
2499,1,10,100,0
2497,3,6,225,4
2496,4,7,391,2
2488,12,7,143,1
2488,12,6,79,6
2500,0,3,1104,14
2497,3,9,429,7
2496,4,4,310,2
2491,9,10,221,0
2496,4,7,96,11
2498,2,13,173,9
2493,7,9,555,16
2497,3,16,315,10
2498,2,6,128,4
2493,7,4,79,8
2500,0,5,139,2
2499,1,8,225,0
2492,8,7,590,1
2500,0,3,166,0
2500,0,9,265,28
2494,6,6,103,3
2495,5,10,129,0
2491,9,7,546,7
2494,6,6,559,6
2497,3,6,184,0
2500,0,7,1063,1
2496,4,7,258,0
2492,8,5,379,0
2486,14,5,118,4
2494,6,6,38,11
2500,0,6,470,27
2500,0,4,199,9
2493,7,3,685,2
2495,5,2,80,0
2490,10,9,623,9
2497,3,3,483,3
2480,20,3,391,8
2475,25,5,304,1
2498,2,7,449,9
2487,13,4,274,9
2495,5,0,481,8
2495,5,1,903,16
2495,5,3,561,11
2486,14,12,750,32
2469,31,5,300,24
2499,1,2,568,15
2488,12,6,296,8
2499,1,5,248,10
2492,8,4,289,4
2494,6,9,1109,0
2494,6,2,834,9
2489,11,2,645,4
2490,10,3,684,18
2484,16,3,834,5
2497,3,3,292,8
2490,10,4,768,1
2500,0,1,176,0
2497,3,5,334,0
2500,0,6,254,0
2500,0,12,238,0
2498,2,8,107,0
2487,13,4,360,0
2500,0,2,380,0
2500,0,8,470,1
2500,0,5,309,9
2499,1,9,621,10
2497,3,5,1112,5
2495,5,7,10,5
2500,0,10,604,2
2490,10,12,112,1
2500,0,4,178,0
2500,0,7,1,0
2497,3,8,280,0
2495,5,11,246,0
2500,0,7,105,0
2498,2,14,379,0
2492,8,9,150,0
2500,0,24,241,0
2500,0,16,151,7
2500,0,5,211,2
2500,0,0,730,0
2500,0,5,46,0
2500,0,17,199,1
2500,0,30,372,0
2500,0,32,136,0
2500,0,18,699,0
2500,0,12,109,0
2500,0,8,294,0
2500,0,9,516,0
2500,0,8,763,0
2500,0,9,756,0
2500,0,14,522,0
2500,0,21,173,6
2499,1,28,292,3
2500,0,25,547,0
2500,0,9,209,0
2500,0,5,751,0
2500,0,7,161,0
2500,0,9,765,0
2500,0,11,48,0
2500,0,9,311,1
2500,0,10,566,0
2500,0,3,911,0
2500,0,8,168,0
2494,6,6,240,0
2495,5,15,344,0
2500,0,4,63,0
2499,1,14,452,1
2500,0,4,271,0
2500,0,1,22,0
2500,0,3,175,0
2500,0,12,801,0
2500,0,5,318,0
2500,0,5,302,0
2499,1,8,114,0
2494,6,4,138,0
2500,0,3,349,0
2496,4,7,191,0
2496,4,2,64,0
2500,0,4,59,0
2500,0,4,2,0
2500,0,3,23,0
2500,0,3,66,0
2500,0,2,467,0
2500,0,1,112,0
2500,0,3,28,0
2500,0,5,98,1
2500,0,10,227,1
2500,0,16,232,8
2500,0,2,275,7
2500,0,7,313,8
2500,0,12,355,9
2500,0,3,202,6
2500,0,3,192,2
2500,0,5,448,4
2500,0,6,420,6
2491,9,9,398,3
2495,5,18,221,0
2500,0,9,17,0
2500,0,7,51,1
2500,0,8,34,0
2500,0,5,83,0
2500,0,3,358,0
2500,0,4,328,0
2486,14,4,206,0
2497,3,5,84,0
2500,0,2,21,0
2498,2,4,209,0
2496,4,6,85,0
2496,4,1,102,0
2490,10,2,249,1
2500,0,13,126,0
2498,2,11,161,0
2499,1,8,72,0
2500,0,0,6,0
2500,0,2,78,0
2500,0,10,584,0
2500,0,4,223,0
2500,0,3,57,0
2500,0,12,863,0
2500,0,3,21,0
2499,1,5,149,0
2500,0,4,109,0
2500,0,7,43,0
2500,0,4,23,0
2500,0,3,26,0
2500,0,1,7,0
2500,0,0,345,0
2500,0,1,263,0
2500,0,2,111,0
2500,0,3,15,0
2500,0,1,68,0
2500,0,2,784,0
2500,0,1,186,0
2500,0,5,174,0
2500,0,5,4,0
2500,0,1,126,0
2500,0,3,283,12
2500,0,4,164,6
2500,0,5,54,2
2500,0,5,236,11
2500,0,3,103,2
2500,0,5,143,0
2500,0,1,70,0
2500,0,4,122,1
2500,0,4,434,0
2500,0,3,210,0
2500,0,5,194,0
2500,0,1,333,0
2500,0,2,118,0
2500,0,3,151,0
2500,0,3,238,0
2500,0,1,39,0
2500,0,1,192,0
2500,0,6,152,0
2500,0,4,138,0
